0,rank,1/rank
7.0,8.0,0.125
383.0,344.0,0.0029069767441860465
44.0,45.0,0.022222222222222223
39.0,40.0,0.025
129.0,130.0,0.007692307692307693
56.0,57.0,0.017543859649122806
26.0,27.0,0.037037037037037035
145.0,146.0,0.00684931506849315
85.0,86.0,0.011627906976744186
20.0,21.0,0.047619047619047616
0.0,1.0,1.0
44.0,45.0,0.022222222222222223
51.0,52.0,0.019230769230769232
113.0,114.0,0.008771929824561403
65.0,66.0,0.015151515151515152
26.0,27.0,0.037037037037037035
13.0,14.0,0.07142857142857142
0.0,1.0,1.0
55.0,56.0,0.017857142857142856
567.0,433.0,0.0023094688221709007
48.0,49.0,0.02040816326530612
32.0,33.0,0.030303030303030304
119.0,120.0,0.008333333333333333
297.0,287.0,0.003484320557491289
145.0,146.0,0.00684931506849315
28.0,29.0,0.034482758620689655
138.0,139.0,0.007194244604316547
221.0,219.0,0.0045662100456621
25.0,26.0,0.038461538461538464
0.0,1.0,1.0
66.0,67.0,0.014925373134328358
5.0,6.0,0.16666666666666666
268.0,262.0,0.003816793893129771
53.0,54.0,0.018518518518518517
0.0,1.0,1.0
6.0,7.0,0.14285714285714285
77.0,78.0,0.01282051282051282
151.0,152.0,0.006578947368421052
87.0,88.0,0.011363636363636364
14.0,15.0,0.06666666666666667
6.0,7.0,0.14285714285714285
199.0,199.0,0.005025125628140704
40.0,41.0,0.024390243902439025
0.0,1.0,1.0
21.0,22.0,0.045454545454545456
299.0,289.0,0.0034602076124567475
171.0,172.0,0.005813953488372093
31.0,32.0,0.03125
164.0,165.0,0.006060606060606061
47.0,48.0,0.020833333333333332
50.0,51.0,0.0196078431372549
13.0,14.0,0.07142857142857142
401.0,355.0,0.0028169014084507044
55.0,56.0,0.017857142857142856
20.0,21.0,0.047619047619047616
351.0,326.0,0.003067484662576687
0.0,1.0,1.0
37.0,38.0,0.02631578947368421
16.0,17.0,0.058823529411764705
297.0,287.0,0.003484320557491289
14.0,15.0,0.06666666666666667
54.0,55.0,0.01818181818181818
4.0,5.0,0.2
64.0,65.0,0.015384615384615385
29.0,30.0,0.03333333333333333
59.0,60.0,0.016666666666666666
10.0,11.0,0.09090909090909091
106.0,107.0,0.009345794392523364
13.0,14.0,0.07142857142857142
179.0,180.0,0.005555555555555556
549.0,423.0,0.002364066193853428
28.0,29.0,0.034482758620689655
86.0,87.0,0.011494252873563218
12.0,13.0,0.07692307692307693
28.0,29.0,0.034482758620689655
26.0,27.0,0.037037037037037035
12.0,13.0,0.07692307692307693
23.0,24.0,0.041666666666666664
15.0,16.0,0.0625
37.0,38.0,0.02631578947368421
7.0,8.0,0.125
56.0,57.0,0.017543859649122806
37.0,38.0,0.02631578947368421
59.0,60.0,0.016666666666666666
16.0,17.0,0.058823529411764705
21.0,22.0,0.045454545454545456
47.0,48.0,0.020833333333333332
148.0,149.0,0.006711409395973154
47.0,48.0,0.020833333333333332
28.0,29.0,0.034482758620689655
41.0,42.0,0.023809523809523808
13.0,14.0,0.07142857142857142
14.0,15.0,0.06666666666666667
40.0,41.0,0.024390243902439025
37.0,38.0,0.02631578947368421
470.0,389.0,0.002570694087403599
23.0,24.0,0.041666666666666664
56.0,57.0,0.017543859649122806
212.0,212.0,0.0047169811320754715
0.0,1.0,1.0
282.0,275.0,0.0036363636363636364
138.0,139.0,0.007194244604316547
272.0,266.0,0.0037593984962406013
48.0,49.0,0.02040816326530612
45.0,46.0,0.021739130434782608
25.0,26.0,0.038461538461538464
53.0,54.0,0.018518518518518517
45.0,46.0,0.021739130434782608
13.0,14.0,0.07142857142857142
0.0,1.0,1.0
138.0,139.0,0.007194244604316547
24.0,25.0,0.04
259.0,254.0,0.003937007874015748
150.0,151.0,0.006622516556291391
93.0,94.0,0.010638297872340425
17.0,18.0,0.05555555555555555
3.0,4.0,0.25
77.0,78.0,0.01282051282051282
29.0,30.0,0.03333333333333333
0.0,1.0,1.0
50.0,51.0,0.0196078431372549
51.0,52.0,0.019230769230769232
46.0,47.0,0.02127659574468085
219.0,217.0,0.004608294930875576
426.0,370.0,0.002702702702702703
231.0,228.0,0.0043859649122807015
220.0,218.0,0.0045871559633027525
133.0,134.0,0.007462686567164179
82.0,83.0,0.012048192771084338
62.0,63.0,0.015873015873015872
91.0,92.0,0.010869565217391304
51.0,52.0,0.019230769230769232
13.0,14.0,0.07142857142857142
65.0,66.0,0.015151515151515152
20.0,21.0,0.047619047619047616
53.0,54.0,0.018518518518518517
32.0,33.0,0.030303030303030304
61.0,62.0,0.016129032258064516
915.0,525.0,0.0019047619047619048
17.0,18.0,0.05555555555555555
391.0,349.0,0.0028653295128939827
14.0,15.0,0.06666666666666667
7.0,8.0,0.125
12.0,13.0,0.07692307692307693
136.0,137.0,0.0072992700729927005
0.0,1.0,1.0
59.0,60.0,0.016666666666666666
387.0,347.0,0.002881844380403458
681.0,472.0,0.00211864406779661
95.0,96.0,0.010416666666666666
32.0,33.0,0.030303030303030304
173.0,174.0,0.005747126436781609
297.0,287.0,0.003484320557491289
112.0,113.0,0.008849557522123894
136.0,137.0,0.0072992700729927005
519.0,412.0,0.0024271844660194173
12.0,13.0,0.07692307692307693
23.0,24.0,0.041666666666666664
130.0,131.0,0.007633587786259542
65.0,66.0,0.015151515151515152
7.0,8.0,0.125
21.0,22.0,0.045454545454545456
234.0,230.0,0.004347826086956522
15.0,16.0,0.0625
146.0,147.0,0.006802721088435374
424.0,368.0,0.002717391304347826
172.0,173.0,0.005780346820809248
24.0,25.0,0.04
67.0,68.0,0.014705882352941176
148.0,149.0,0.006711409395973154
36.0,37.0,0.02702702702702703
110.0,111.0,0.009009009009009009
74.0,75.0,0.013333333333333334
51.0,52.0,0.019230769230769232
7.0,8.0,0.125
21.0,22.0,0.045454545454545456
7.0,8.0,0.125
138.0,139.0,0.007194244604316547
23.0,24.0,0.041666666666666664
39.0,40.0,0.025
220.0,218.0,0.0045871559633027525
59.0,60.0,0.016666666666666666
22.0,23.0,0.043478260869565216
51.0,52.0,0.019230769230769232
180.0,181.0,0.0055248618784530384
37.0,38.0,0.02631578947368421
55.0,56.0,0.017857142857142856
142.0,143.0,0.006993006993006993
67.0,68.0,0.014705882352941176
722.0,488.0,0.0020491803278688526
0.0,1.0,1.0
24.0,25.0,0.04
2.0,3.0,0.3333333333333333
7.0,8.0,0.125
2.0,3.0,0.3333333333333333
56.0,57.0,0.017543859649122806
62.0,63.0,0.015873015873015872
26.0,27.0,0.037037037037037035
7.0,8.0,0.125
315.0,302.0,0.0033112582781456954
82.0,83.0,0.012048192771084338
199.0,199.0,0.005025125628140704
20.0,21.0,0.047619047619047616
0.0,1.0,1.0
7.0,8.0,0.125
947.0,531.0,0.0018832391713747645
233.0,229.0,0.004366812227074236
13.0,14.0,0.07142857142857142
65.0,66.0,0.015151515151515152
7.0,8.0,0.125
24.0,25.0,0.04
113.0,114.0,0.008771929824561403
2373.0,605.0,0.001652892561983471
86.0,87.0,0.011494252873563218
52.0,53.0,0.018867924528301886
13.0,14.0,0.07142857142857142
39.0,40.0,0.025
138.0,139.0,0.007194244604316547
8.0,9.0,0.1111111111111111
56.0,57.0,0.017543859649122806
7.0,8.0,0.125
986.0,535.0,0.001869158878504673
164.0,165.0,0.006060606060606061
17.0,18.0,0.05555555555555555
141.0,142.0,0.007042253521126761
176.0,177.0,0.005649717514124294
20.0,21.0,0.047619047619047616
24.0,25.0,0.04
59.0,60.0,0.016666666666666666
32.0,33.0,0.030303030303030304
39.0,40.0,0.025
25.0,26.0,0.038461538461538464
11.0,12.0,0.08333333333333333
97.0,98.0,0.01020408163265306
17.0,18.0,0.05555555555555555
20.0,21.0,0.047619047619047616
25.0,26.0,0.038461538461538464
59.0,60.0,0.016666666666666666
7.0,8.0,0.125
0.0,1.0,1.0
150.0,151.0,0.006622516556291391
641.0,462.0,0.0021645021645021645
46.0,47.0,0.02127659574468085
351.0,326.0,0.003067484662576687
220.0,218.0,0.0045871559633027525
51.0,52.0,0.019230769230769232
111.0,112.0,0.008928571428571428
0.0,1.0,1.0
59.0,60.0,0.016666666666666666
18.0,19.0,0.05263157894736842
31.0,32.0,0.03125
88.0,89.0,0.011235955056179775
44.0,45.0,0.022222222222222223
0.0,1.0,1.0
9.0,10.0,0.1
44.0,45.0,0.022222222222222223
64.0,65.0,0.015384615384615385
48.0,49.0,0.02040816326530612
3.0,4.0,0.25
13.0,14.0,0.07142857142857142
77.0,78.0,0.01282051282051282
45.0,46.0,0.021739130434782608
387.0,347.0,0.002881844380403458
0.0,1.0,1.0
68.0,69.0,0.014492753623188406
28.0,29.0,0.034482758620689655
12.0,13.0,0.07692307692307693
158.0,159.0,0.006289308176100629
3.0,4.0,0.25
0.0,1.0,1.0
24.0,25.0,0.04
5.0,6.0,0.16666666666666666
29.0,30.0,0.03333333333333333
0.0,1.0,1.0
34.0,35.0,0.02857142857142857
7.0,8.0,0.125
7.0,8.0,0.125
9.0,10.0,0.1
53.0,54.0,0.018518518518518517
42.0,43.0,0.023255813953488372
45.0,46.0,0.021739130434782608
51.0,52.0,0.019230769230769232
7.0,8.0,0.125
12.0,13.0,0.07692307692307693
13.0,14.0,0.07142857142857142
124.0,125.0,0.008
43.0,44.0,0.022727272727272728
261.0,256.0,0.00390625
32.0,33.0,0.030303030303030304
24.0,25.0,0.04
34.0,35.0,0.02857142857142857
197.0,197.0,0.005076142131979695
77.0,78.0,0.01282051282051282
25.0,26.0,0.038461538461538464
28.0,29.0,0.034482758620689655
0.0,1.0,1.0
8.0,9.0,0.1111111111111111
151.0,152.0,0.006578947368421052
616.0,452.0,0.0022123893805309734
0.0,1.0,1.0
106.0,107.0,0.009345794392523364
56.0,57.0,0.017543859649122806
24.0,25.0,0.04
163.0,164.0,0.006097560975609756
83.0,84.0,0.011904761904761904
124.0,125.0,0.008
0.0,1.0,1.0
26.0,27.0,0.037037037037037035
4.0,5.0,0.2
0.0,1.0,1.0
44.0,45.0,0.022222222222222223
202.0,202.0,0.0049504950495049506
117.0,118.0,0.00847457627118644
45.0,46.0,0.021739130434782608
26.0,27.0,0.037037037037037035
160.0,161.0,0.006211180124223602
39.0,40.0,0.025
7.0,8.0,0.125
29.0,30.0,0.03333333333333333
21.0,22.0,0.045454545454545456
0.0,1.0,1.0
13.0,14.0,0.07142857142857142
0.0,1.0,1.0
233.0,229.0,0.004366812227074236
287.0,280.0,0.0035714285714285713
31.0,32.0,0.03125
50.0,51.0,0.0196078431372549
14.0,15.0,0.06666666666666667
236.0,232.0,0.004310344827586207
209.0,209.0,0.004784688995215311
32.0,33.0,0.030303030303030304
83.0,84.0,0.011904761904761904
65.0,66.0,0.015151515151515152
2.0,3.0,0.3333333333333333
211.0,211.0,0.004739336492890996
47.0,48.0,0.020833333333333332
56.0,57.0,0.017543859649122806
50.0,51.0,0.0196078431372549
30.0,31.0,0.03225806451612903
8.0,9.0,0.1111111111111111
40.0,41.0,0.024390243902439025
11.0,12.0,0.08333333333333333
85.0,86.0,0.011627906976744186
26.0,27.0,0.037037037037037035
48.0,49.0,0.02040816326530612
7.0,8.0,0.125
31.0,32.0,0.03125
12.0,13.0,0.07692307692307693
274.0,268.0,0.0037313432835820895
519.0,412.0,0.0024271844660194173
0.0,1.0,1.0
158.0,159.0,0.006289308176100629
44.0,45.0,0.022222222222222223
37.0,38.0,0.02631578947368421
32.0,33.0,0.030303030303030304
68.0,69.0,0.014492753623188406
14.0,15.0,0.06666666666666667
8.0,9.0,0.1111111111111111
28.0,29.0,0.034482758620689655
426.0,370.0,0.002702702702702703
14.0,15.0,0.06666666666666667
14.0,15.0,0.06666666666666667
28.0,29.0,0.034482758620689655
31.0,32.0,0.03125
17.0,18.0,0.05555555555555555
29.0,30.0,0.03333333333333333
53.0,54.0,0.018518518518518517
32.0,33.0,0.030303030303030304
7.0,8.0,0.125
112.0,113.0,0.008849557522123894
75.0,76.0,0.013157894736842105
28.0,29.0,0.034482758620689655
28.0,29.0,0.034482758620689655
3.0,4.0,0.25
0.0,1.0,1.0
8.0,9.0,0.1111111111111111
7.0,8.0,0.125
65.0,66.0,0.015151515151515152
251.0,246.0,0.0040650406504065045
59.0,60.0,0.016666666666666666
89.0,90.0,0.011111111111111112
71.0,72.0,0.013888888888888888
116.0,117.0,0.008547008547008548
164.0,165.0,0.006060606060606061
0.0,1.0,1.0
13.0,14.0,0.07142857142857142
558.0,428.0,0.002336448598130841
59.0,60.0,0.016666666666666666
44.0,45.0,0.022222222222222223
5.0,6.0,0.16666666666666666
51.0,52.0,0.019230769230769232
25.0,26.0,0.038461538461538464
12.0,13.0,0.07692307692307693
585.0,439.0,0.002277904328018223
138.0,139.0,0.007194244604316547
67.0,68.0,0.014705882352941176
85.0,86.0,0.011627906976744186
23.0,24.0,0.041666666666666664
252.0,247.0,0.004048582995951417
26.0,27.0,0.037037037037037035
34.0,35.0,0.02857142857142857
0.0,1.0,1.0
106.0,107.0,0.009345794392523364
17.0,18.0,0.05555555555555555
28.0,29.0,0.034482758620689655
23.0,24.0,0.041666666666666664
28.0,29.0,0.034482758620689655
0.0,1.0,1.0
13.0,14.0,0.07142857142857142
130.0,131.0,0.007633587786259542
123.0,124.0,0.008064516129032258
46.0,47.0,0.02127659574468085
225.0,223.0,0.004484304932735426
11.0,12.0,0.08333333333333333
164.0,165.0,0.006060606060606061
25.0,26.0,0.038461538461538464
0.0,1.0,1.0
37.0,38.0,0.02631578947368421
26.0,27.0,0.037037037037037035
304.0,293.0,0.0034129692832764505
0.0,1.0,1.0
152.0,153.0,0.006535947712418301
6.0,7.0,0.14285714285714285
25.0,26.0,0.038461538461538464
97.0,98.0,0.01020408163265306
36.0,37.0,0.02702702702702703
150.0,151.0,0.006622516556291391
71.0,72.0,0.013888888888888888
27.0,28.0,0.03571428571428571
5.0,6.0,0.16666666666666666
66.0,67.0,0.014925373134328358
87.0,88.0,0.011363636363636364
2.0,3.0,0.3333333333333333
426.0,370.0,0.002702702702702703
67.0,68.0,0.014705882352941176
115.0,116.0,0.008620689655172414
74.0,75.0,0.013333333333333334
12.0,13.0,0.07692307692307693
0.0,1.0,1.0
65.0,66.0,0.015151515151515152
56.0,57.0,0.017543859649122806
30.0,31.0,0.03225806451612903
86.0,87.0,0.011494252873563218
392.0,350.0,0.002857142857142857
106.0,107.0,0.009345794392523364
11.0,12.0,0.08333333333333333
29.0,30.0,0.03333333333333333
13.0,14.0,0.07142857142857142
0.0,1.0,1.0
7.0,8.0,0.125
41.0,42.0,0.023809523809523808
120.0,121.0,0.008264462809917356
20.0,21.0,0.047619047619047616
63.0,64.0,0.015625
7.0,8.0,0.125
13.0,14.0,0.07142857142857142
21.0,22.0,0.045454545454545456
103.0,104.0,0.009615384615384616
495.0,401.0,0.0024937655860349127
69.0,70.0,0.014285714285714285
42.0,43.0,0.023255813953488372
297.0,287.0,0.003484320557491289
226.0,224.0,0.004464285714285714
0.0,1.0,1.0
86.0,87.0,0.011494252873563218
16.0,17.0,0.058823529411764705
37.0,38.0,0.02631578947368421
20.0,21.0,0.047619047619047616
45.0,46.0,0.021739130434782608
41.0,42.0,0.023809523809523808
215.0,214.0,0.004672897196261682
7.0,8.0,0.125
211.0,211.0,0.004739336492890996
23.0,24.0,0.041666666666666664
0.0,1.0,1.0
62.0,63.0,0.015873015873015872
12.0,13.0,0.07692307692307693
13.0,14.0,0.07142857142857142
3.0,4.0,0.25
31.0,32.0,0.03125
7.0,8.0,0.125
5.0,6.0,0.16666666666666666
40.0,41.0,0.024390243902439025
46.0,47.0,0.02127659574468085
26.0,27.0,0.037037037037037035
0.0,1.0,1.0
12.0,13.0,0.07692307692307693
1070.0,555.0,0.0018018018018018018
0.0,1.0,1.0
55.0,56.0,0.017857142857142856
298.0,288.0,0.003472222222222222
32.0,33.0,0.030303030303030304
65.0,66.0,0.015151515151515152
8.0,9.0,0.1111111111111111
61.0,62.0,0.016129032258064516
559.0,429.0,0.002331002331002331
373.0,339.0,0.0029498525073746312
85.0,86.0,0.011627906976744186
16.0,17.0,0.058823529411764705
12.0,13.0,0.07692307692307693
0.0,1.0,1.0
65.0,66.0,0.015151515151515152
0.0,1.0,1.0
0.0,1.0,1.0
72.0,73.0,0.0136986301369863
3253.0,611.0,0.0016366612111292963
1057.0,552.0,0.0018115942028985507
14.0,15.0,0.06666666666666667
95.0,96.0,0.010416666666666666
138.0,139.0,0.007194244604316547
321.0,306.0,0.0032679738562091504
7.0,8.0,0.125
101.0,102.0,0.00980392156862745
55.0,56.0,0.017857142857142856
79.0,80.0,0.0125
14.0,15.0,0.06666666666666667
86.0,87.0,0.011494252873563218
426.0,370.0,0.002702702702702703
28.0,29.0,0.034482758620689655
7.0,8.0,0.125
23.0,24.0,0.041666666666666664
36.0,37.0,0.02702702702702703
11.0,12.0,0.08333333333333333
205.0,205.0,0.004878048780487805
56.0,57.0,0.017543859649122806
49.0,50.0,0.02
792.0,503.0,0.0019880715705765406
5.0,6.0,0.16666666666666666
12.0,13.0,0.07692307692307693
3.0,4.0,0.25
65.0,66.0,0.015151515151515152
7.0,8.0,0.125
91.0,92.0,0.010869565217391304
13.0,14.0,0.07142857142857142
58.0,59.0,0.01694915254237288
51.0,52.0,0.019230769230769232
190.0,190.0,0.005263157894736842
10.0,11.0,0.09090909090909091
0.0,1.0,1.0
692.0,475.0,0.002105263157894737
40.0,41.0,0.024390243902439025
25.0,26.0,0.038461538461538464
106.0,107.0,0.009345794392523364
64.0,65.0,0.015384615384615385
7.0,8.0,0.125
23.0,24.0,0.041666666666666664
17.0,18.0,0.05555555555555555
236.0,232.0,0.004310344827586207
18.0,19.0,0.05263157894736842
37.0,38.0,0.02631578947368421
30.0,31.0,0.03225806451612903
6.0,7.0,0.14285714285714285
54.0,55.0,0.01818181818181818
83.0,84.0,0.011904761904761904
24.0,25.0,0.04
71.0,72.0,0.013888888888888888
0.0,1.0,1.0
20.0,21.0,0.047619047619047616
14.0,15.0,0.06666666666666667
86.0,87.0,0.011494252873563218
113.0,114.0,0.008771929824561403
77.0,78.0,0.01282051282051282
215.0,214.0,0.004672897196261682
0.0,1.0,1.0
61.0,62.0,0.016129032258064516
44.0,45.0,0.022222222222222223
70.0,71.0,0.014084507042253521
226.0,224.0,0.004464285714285714
33.0,34.0,0.029411764705882353
117.0,118.0,0.00847457627118644
154.0,155.0,0.0064516129032258064
47.0,48.0,0.020833333333333332
7.0,8.0,0.125
233.0,229.0,0.004366812227074236
42.0,43.0,0.023255813953488372
183.0,184.0,0.005434782608695652
0.0,1.0,1.0
269.0,263.0,0.0038022813688212928
114.0,115.0,0.008695652173913044
40.0,41.0,0.024390243902439025
5.0,6.0,0.16666666666666666
136.0,137.0,0.0072992700729927005
56.0,57.0,0.017543859649122806
947.0,531.0,0.0018832391713747645
51.0,52.0,0.019230769230769232
13.0,14.0,0.07142857142857142
2575.0,607.0,0.0016474464579901153
24.0,25.0,0.04
28.0,29.0,0.034482758620689655
82.0,83.0,0.012048192771084338
37.0,38.0,0.02631578947368421
13.0,14.0,0.07142857142857142
57.0,58.0,0.017241379310344827
19.0,20.0,0.05
169.0,170.0,0.0058823529411764705
24.0,25.0,0.04
0.0,1.0,1.0
286.0,279.0,0.0035842293906810036
91.0,92.0,0.010869565217391304
11.0,12.0,0.08333333333333333
7.0,8.0,0.125
32.0,33.0,0.030303030303030304
7.0,8.0,0.125
24.0,25.0,0.04
119.0,120.0,0.008333333333333333
26.0,27.0,0.037037037037037035
28.0,29.0,0.034482758620689655
132.0,133.0,0.007518796992481203
24.0,25.0,0.04
24.0,25.0,0.04
43.0,44.0,0.022727272727272728
21.0,22.0,0.045454545454545456
138.0,139.0,0.007194244604316547
52.0,53.0,0.018867924528301886
198.0,198.0,0.005050505050505051
12.0,13.0,0.07692307692307693
0.0,1.0,1.0
13.0,14.0,0.07142857142857142
351.0,326.0,0.003067484662576687
67.0,68.0,0.014705882352941176
0.0,1.0,1.0
51.0,52.0,0.019230769230769232
7.0,8.0,0.125
5.0,6.0,0.16666666666666666
13.0,14.0,0.07142857142857142
295.0,285.0,0.0035087719298245615
24.0,25.0,0.04
9.0,10.0,0.1
15.0,16.0,0.0625
37.0,38.0,0.02631578947368421
17.0,18.0,0.05555555555555555
0.0,1.0,1.0
115.0,116.0,0.008620689655172414
100.0,101.0,0.009900990099009901
0.0,1.0,1.0
34.0,35.0,0.02857142857142857
24.0,25.0,0.04
24.0,25.0,0.04
51.0,52.0,0.019230769230769232
13.0,14.0,0.07142857142857142
301.0,291.0,0.003436426116838488
9.0,10.0,0.1
7.0,8.0,0.125
25.0,26.0,0.038461538461538464
50.0,51.0,0.0196078431372549
18.0,19.0,0.05263157894736842
266.0,260.0,0.0038461538461538464
7.0,8.0,0.125
13.0,14.0,0.07142857142857142
29.0,30.0,0.03333333333333333
24.0,25.0,0.04
33.0,34.0,0.029411764705882353
7.0,8.0,0.125
0.0,1.0,1.0
0.0,1.0,1.0
68.0,69.0,0.014492753623188406
43.0,44.0,0.022727272727272728
28.0,29.0,0.034482758620689655
117.0,118.0,0.00847457627118644
0.0,1.0,1.0
151.0,152.0,0.006578947368421052
5.0,6.0,0.16666666666666666
6.0,7.0,0.14285714285714285
13.0,14.0,0.07142857142857142
37.0,38.0,0.02631578947368421
19.0,20.0,0.05
155.0,156.0,0.00641025641025641
37.0,38.0,0.02631578947368421
12.0,13.0,0.07692307692307693
84.0,85.0,0.011764705882352941
24.0,25.0,0.04
26.0,27.0,0.037037037037037035
48.0,49.0,0.02040816326530612
61.0,62.0,0.016129032258064516
3.0,4.0,0.25
10.0,11.0,0.09090909090909091
0.0,1.0,1.0
66.0,67.0,0.014925373134328358
0.0,1.0,1.0
150.0,151.0,0.006622516556291391
7.0,8.0,0.125
296.0,286.0,0.0034965034965034965
283.0,276.0,0.0036231884057971015
71.0,72.0,0.013888888888888888
25.0,26.0,0.038461538461538464
24.0,25.0,0.04
24.0,25.0,0.04
0.0,1.0,1.0
171.0,172.0,0.005813953488372093
3.0,4.0,0.25
0.0,1.0,1.0
7.0,8.0,0.125
13.0,14.0,0.07142857142857142
28.0,29.0,0.034482758620689655
56.0,57.0,0.017543859649122806
24.0,25.0,0.04
35.0,36.0,0.027777777777777776
23.0,24.0,0.041666666666666664
44.0,45.0,0.022222222222222223
720.0,487.0,0.002053388090349076
44.0,45.0,0.022222222222222223
2.0,3.0,0.3333333333333333
23.0,24.0,0.041666666666666664
5.0,6.0,0.16666666666666666
2.0,3.0,0.3333333333333333
37.0,38.0,0.02631578947368421
374.0,340.0,0.0029411764705882353
91.0,92.0,0.010869565217391304
8.0,9.0,0.1111111111111111
32.0,33.0,0.030303030303030304
0.0,1.0,1.0
0.0,1.0,1.0
7.0,8.0,0.125
44.0,45.0,0.022222222222222223
70.0,71.0,0.014084507042253521
26.0,27.0,0.037037037037037035
351.0,326.0,0.003067484662576687
71.0,72.0,0.013888888888888888
30.0,31.0,0.03225806451612903
12.0,13.0,0.07692307692307693
120.0,121.0,0.008264462809917356
13.0,14.0,0.07142857142857142
36.0,37.0,0.02702702702702703
14.0,15.0,0.06666666666666667
0.0,1.0,1.0
92.0,93.0,0.010752688172043012
56.0,57.0,0.017543859649122806
24.0,25.0,0.04
8.0,9.0,0.1111111111111111
5.0,6.0,0.16666666666666666
165.0,166.0,0.006024096385542169
47.0,48.0,0.020833333333333332
14.0,15.0,0.06666666666666667
131.0,132.0,0.007575757575757576
20.0,21.0,0.047619047619047616
284.0,277.0,0.0036101083032490976
64.0,65.0,0.015384615384615385
131.0,132.0,0.007575757575757576
68.0,69.0,0.014492753623188406
212.0,212.0,0.0047169811320754715
40.0,41.0,0.024390243902439025
0.0,1.0,1.0
150.0,151.0,0.006622516556291391
445.0,377.0,0.002652519893899204
1082.0,557.0,0.0017953321364452424
29.0,30.0,0.03333333333333333
7.0,8.0,0.125
53.0,54.0,0.018518518518518517
18.0,19.0,0.05263157894736842
257.0,252.0,0.003968253968253968
1034.0,548.0,0.0018248175182481751
175.0,176.0,0.005681818181818182
10.0,11.0,0.09090909090909091
211.0,211.0,0.004739336492890996
172.0,173.0,0.005780346820809248
51.0,52.0,0.019230769230769232
15.0,16.0,0.0625
0.0,1.0,1.0
18.0,19.0,0.05263157894736842
19.0,20.0,0.05
52.0,53.0,0.018867924528301886
105.0,106.0,0.009433962264150943
50.0,51.0,0.0196078431372549
0.0,1.0,1.0
20.0,21.0,0.047619047619047616
446.0,378.0,0.0026455026455026454
26.0,27.0,0.037037037037037035
387.0,347.0,0.002881844380403458
40.0,41.0,0.024390243902439025
10.0,11.0,0.09090909090909091
7.0,8.0,0.125
2.0,3.0,0.3333333333333333
7.0,8.0,0.125
77.0,78.0,0.01282051282051282
82.0,83.0,0.012048192771084338
22.0,23.0,0.043478260869565216
7.0,8.0,0.125
0.0,1.0,1.0
32.0,33.0,0.030303030303030304
79.0,80.0,0.0125
445.0,377.0,0.002652519893899204
7.0,8.0,0.125
2.0,3.0,0.3333333333333333
37.0,38.0,0.02631578947368421
26.0,27.0,0.037037037037037035
333.0,317.0,0.0031545741324921135
3.0,4.0,0.25
30.0,31.0,0.03225806451612903
415.0,363.0,0.0027548209366391185
558.0,428.0,0.002336448598130841
145.0,146.0,0.00684931506849315
36.0,37.0,0.02702702702702703
24.0,25.0,0.04
65.0,66.0,0.015151515151515152
7.0,8.0,0.125
515.0,410.0,0.0024390243902439024
338.0,319.0,0.003134796238244514
52.0,53.0,0.018867924528301886
62.0,63.0,0.015873015873015872
0.0,1.0,1.0
83.0,84.0,0.011904761904761904
0.0,1.0,1.0
42.0,43.0,0.023255813953488372
215.0,214.0,0.004672897196261682
0.0,1.0,1.0
74.0,75.0,0.013333333333333334
110.0,111.0,0.009009009009009009
26.0,27.0,0.037037037037037035
57.0,58.0,0.017241379310344827
26.0,27.0,0.037037037037037035
268.0,262.0,0.003816793893129771
23.0,24.0,0.041666666666666664
49.0,50.0,0.02
41.0,42.0,0.023809523809523808
7.0,8.0,0.125
118.0,119.0,0.008403361344537815
44.0,45.0,0.022222222222222223
52.0,53.0,0.018867924528301886
0.0,1.0,1.0
327.0,312.0,0.003205128205128205
142.0,143.0,0.006993006993006993
117.0,118.0,0.00847457627118644
30.0,31.0,0.03225806451612903
21.0,22.0,0.045454545454545456
6.0,7.0,0.14285714285714285
48.0,49.0,0.02040816326530612
5.0,6.0,0.16666666666666666
72.0,73.0,0.0136986301369863
74.0,75.0,0.013333333333333334
76.0,77.0,0.012987012987012988
25.0,26.0,0.038461538461538464
43.0,44.0,0.022727272727272728
0.0,1.0,1.0
33.0,34.0,0.029411764705882353
155.0,156.0,0.00641025641025641
98.0,99.0,0.010101010101010102
24.0,25.0,0.04
0.0,1.0,1.0
18.0,19.0,0.05263157894736842
43.0,44.0,0.022727272727272728
0.0,1.0,1.0
21.0,22.0,0.045454545454545456
14.0,15.0,0.06666666666666667
7.0,8.0,0.125
51.0,52.0,0.019230769230769232
64.0,65.0,0.015384615384615385
301.0,291.0,0.003436426116838488
784.0,502.0,0.00199203187250996
164.0,165.0,0.006060606060606061
14.0,15.0,0.06666666666666667
7.0,8.0,0.125
236.0,232.0,0.004310344827586207
7.0,8.0,0.125
223.0,221.0,0.004524886877828055
251.0,246.0,0.0040650406504065045
312.0,301.0,0.0033222591362126247
13.0,14.0,0.07142857142857142
32.0,33.0,0.030303030303030304
14.0,15.0,0.06666666666666667
29.0,30.0,0.03333333333333333
0.0,1.0,1.0
0.0,1.0,1.0
138.0,139.0,0.007194244604316547
26.0,27.0,0.037037037037037035
161.0,162.0,0.006172839506172839
274.0,268.0,0.0037313432835820895
309.0,298.0,0.003355704697986577
7.0,8.0,0.125
328.0,313.0,0.003194888178913738
2.0,3.0,0.3333333333333333
40.0,41.0,0.024390243902439025
7.0,8.0,0.125
79.0,80.0,0.0125
